packageid,title,keyword
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","echinoderms"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","bryozoans"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","climate"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","oceanography"
edi.1070.1,"Spatial and Social Behavior of Acanthurus triostegus on Moorea (French Polynesia) and Palmyra Atoll (USA), 2017-2018","Palmyra Atoll"
edi.1070.1,"Spatial and Social Behavior of Acanthurus triostegus on Moorea (French Polynesia) and Palmyra Atoll (USA), 2017-2018","fish behavior"
edi.1070.1,"Spatial and Social Behavior of Acanthurus triostegus on Moorea (French Polynesia) and Palmyra Atoll (USA), 2017-2018","coral reef"
edi.1070.1,"Spatial and Social Behavior of Acanthurus triostegus on Moorea (French Polynesia) and Palmyra Atoll (USA), 2017-2018","Moorea"
edi.1071.1,"NEON lakes Level 0 multisonde temperature data - 2021","lakes"
edi.1071.1,"NEON lakes Level 0 multisonde temperature data - 2021","water temperature"
edi.1071.1,"NEON lakes Level 0 multisonde temperature data - 2021","NEON"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Biomat"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Geoecology"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Glaciation"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Gouge"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Granite dome"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Soil"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Succession"
edi.1072.1,"Biotic cover in crescentic gouges of New England 2021","Alpine geoecology"
edi.1073.1,"Phytoplankton chlorophyll in Iowa state recreational lakes 2018-2020","chlorophyll a"
edi.1073.1,"Phytoplankton chlorophyll in Iowa state recreational lakes 2018-2020","phytoplankton"
edi.1073.1,"Phytoplankton chlorophyll in Iowa state recreational lakes 2018-2020","cyanobacteria"
edi.1073.1,"Phytoplankton chlorophyll in Iowa state recreational lakes 2018-2020","phycocyanin"
edi.1073.1,"Phytoplankton chlorophyll in Iowa state recreational lakes 2018-2020","phycoerythrin"
edi.1073.1,"Phytoplankton chlorophyll in Iowa state recreational lakes 2018-2020","chlorophyll fluorescence"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","algae"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","streams"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","nitrogen"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","phosphorus"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","chlorophyll"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","chlorophyll a"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","nutrients"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","benthos"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","carbon"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","carbon to nitrogen ratio"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","coarse benthic organic matter"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","fine particulate organic matter"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","arizona"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","az"
edi.1074.1,"Food-chain length in desert streams of central and southern Arizona, USA","arid land"
edi.1075.1,"Fish abundance in the San Francisco Estuary (1959-2021), an integration of 9 monitoring surveys.","estuaries"
edi.1075.1,"Fish abundance in the San Francisco Estuary (1959-2021), an integration of 9 monitoring surveys.","fishes"
edi.1075.1,"Fish abundance in the San Francisco Estuary (1959-2021), an integration of 9 monitoring surveys.","species abundance"
edi.1075.1,"Fish abundance in the San Francisco Estuary (1959-2021), an integration of 9 monitoring surveys.","community composition"
edi.1075.1,"Fish abundance in the San Francisco Estuary (1959-2021), an integration of 9 monitoring surveys.","long term monitoring"
edi.1075.1,"Fish abundance in the San Francisco Estuary (1959-2021), an integration of 9 monitoring surveys.","endangered species"
edi.1075.1,"Fish abundance in the San Francisco Estuary (1959-2021), an integration of 9 monitoring surveys.","invasive species"
edi.1076.1,"Cyanobacteria abundance, cyanotoxin concentration, and water quality data for the upper San Francisco Estuary, California, USA: 2014-2019","Microcystis"
edi.1076.1,"Cyanobacteria abundance, cyanotoxin concentration, and water quality data for the upper San Francisco Estuary, California, USA: 2014-2019","Cyanobacteria"
edi.1076.1,"Cyanobacteria abundance, cyanotoxin concentration, and water quality data for the upper San Francisco Estuary, California, USA: 2014-2019","Cyanotoxin"
edi.1076.1,"Cyanobacteria abundance, cyanotoxin concentration, and water quality data for the upper San Francisco Estuary, California, USA: 2014-2019","Water quality"
edi.1076.1,"Cyanobacteria abundance, cyanotoxin concentration, and water quality data for the upper San Francisco Estuary, California, USA: 2014-2019","San Francisco Estuary"
edi.1076.1,"Cyanobacteria abundance, cyanotoxin concentration, and water quality data for the upper San Francisco Estuary, California, USA: 2014-2019","UC Davis"
edi.1076.1,"Cyanobacteria abundance, cyanotoxin concentration, and water quality data for the upper San Francisco Estuary, California, USA: 2014-2019","DWR"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","biogeochemical processes"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","water properties"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","redox"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","salinity"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","conductivity"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","turbidity"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","water column"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","phytoplankton"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","pH"
edi.1077.1,"Water properties of Arco Lake, Budd Lake, Deming Lake, and Josephine Lake in Itasca State Park from 2006-2009 and 2019-2021.","meromictic"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","Stream Chemistry"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","Groundwater Chemistry"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","Chloride"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","Sodium"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","Specific Conductance"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","Road Salt"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","New Hampshire"
edi.1078.1,"Sodium, chloride and specific conductance in stream water and groundwater in New Hampshire 1991, 2000 – 2021","Lamprey River Hydrologic Observatory"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","aquatic ecosystems"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","invasive species"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","estuaries"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","herbicide"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","Delta Smelt Resiliency Strategy"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","San Francisco Estuary"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","Interagency Ecological Program"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","habitat restoration"
edi.1079.1,"Efficacy and fate of fluridone applications for control of invasive submersed aquatic vegetation in the estuarine environment of the Sacramento-San Joaquin Delta","California"
edi.108.1,"McMurdo Sound, Antarctica: Benthic macrofaunal abundances in Explorers Cove in 1970s and 2010 and in Salmon Bay in 1988-89 and 2010","scaling space and time"
edi.108.1,"McMurdo Sound, Antarctica: Benthic macrofaunal abundances in Explorers Cove in 1970s and 2010 and in Salmon Bay in 1988-89 and 2010","filter feeders and plankton particle size"
edi.108.1,"McMurdo Sound, Antarctica: Benthic macrofaunal abundances in Explorers Cove in 1970s and 2010 and in Salmon Bay in 1988-89 and 2010","episodic events"
edi.108.1,"McMurdo Sound, Antarctica: Benthic macrofaunal abundances in Explorers Cove in 1970s and 2010 and in Salmon Bay in 1988-89 and 2010","regime shift"
edi.108.1,"McMurdo Sound, Antarctica: Benthic macrofaunal abundances in Explorers Cove in 1970s and 2010 and in Salmon Bay in 1988-89 and 2010","sea ice"
